"p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Mff",0.00157560376893798,-0.336956635772847,0.089,0.3,1
"Net1",0.00158553588240688,-0.304266854920719,0.107,0.325,1
"Cndp2",0.00158573488743811,-0.502942024475509,0.125,0.34,1
"Spcs1",0.00159119941237025,-0.329841299600141,0.339,0.632,1
"Nucks1",0.00160291537980068,-0.414414765203033,0.125,0.339,1
"Atp2a2",0.00161774909749555,-0.483507730342832,0.125,0.328,1
"Mcrip2",0.0016185759090218,-0.30274471312854,0.107,0.317,1
"Eif3b",0.00162876227225502,-0.428209029918258,0.232,0.463,1
"Slc31a1",0.001631952239607,-0.368590124846161,0.089,0.295,1
"Ngdn",0.00163916902612425,-0.307622811525376,0.107,0.333,1
"As3mt",0.00167753201530287,-0.256832372094803,0.089,0.29,1
"Ift20",0.00168360435512332,-0.345185535496523,0.268,0.542,1
"Dctn2",0.00170535595530409,-0.265499262527732,0.161,0.4,1
"Aplp2",0.00171284328640984,-0.330845804244514,0.071,0.274,1
"Ctnna1",0.00177119496106253,-0.397995990852374,0.143,0.358,1
"Fam104a",0.00179359570353107,-0.292448419108918,0.196,0.435,1
"Phyh",0.00180612837677317,-0.258547136317927,0.143,0.369,1
"Smarca4",0.00182281360115971,-0.374973775555673,0.107,0.309,1
"Plcb3",0.00184489311679935,-0.401531949921906,0.268,0.519,1
"Yif1a",0.00186250667957189,-0.350367729926848,0.196,0.425,1
"Cd82",0.00188647656143363,-0.396806908625907,0.125,0.338,1
"Mrpl50",0.00192188094682152,-0.30293444125473,0.125,0.346,1
"Acads",0.00192919588477286,-0.321928837605502,0.161,0.38,1
"Hnrnpr",0.00194041080906761,-0.278342837202662,0.107,0.325,1
"Erbb3",0.00196593582723239,-0.299596741692239,0.089,0.29,1
"Pcmt1",0.00199897246485597,-0.308213625568915,0.089,0.291,1
"Nudt4",0.00200137403817563,-0.325950234603425,0.089,0.291,1
"Tax1bp1",0.00204604829557651,-0.384419151325222,0.232,0.471,1
"Prpf19",0.00204978577092566,-0.390423773913098,0.161,0.377,1
"Mlxipl",0.00212572551915232,-0.450400014730198,0.196,0.416,1
"Uba1",0.00220649418806085,-0.305711308927749,0.179,0.398,1
"Atp6v1e1",0.00225575025826028,-0.31340831966938,0.179,0.406,1
"Pclaf",0.00226069263885622,-0.453746262810644,0.143,0.352,1
"Btg1",0.00228060967590586,-0.385520003681828,0.179,0.395,1
"Mrpl2",0.00229501736242924,-0.339261413682893,0.196,0.43,1
"Idnk",0.00234065632518711,-0.350302611202642,0.161,0.382,1
"2310011J03Rik",0.00246289548822049,-0.28289242006439,0.107,0.315,1
"Ccnd1",0.00249020425134626,-0.427099631531325,0.196,0.397,1
"Rrbp1",0.00249893089717155,-0.306122418621066,0.375,0.638,1
"Rwdd1",0.00255691639318475,-0.346187408577582,0.179,0.393,1
"Sfr1",0.00256159538232921,-0.317916284640915,0.143,0.348,1
"Ostc",0.00258320691103508,-0.337085999144225,0.321,0.579,1
"Acp5",0.00265137814243854,-0.346508050069503,0.125,0.327,1
"Rabac1",0.00266062566754269,-0.312141525756927,0.143,0.352,1
"Pafah1b1",0.00266663594055959,-0.325154223136272,0.107,0.309,1
"Krt7",0.00268285735934283,-0.584574387882524,0.232,0.443,1
"Bax",0.00270357768441595,-0.357309119482734,0.304,0.551,1
"Ndufs1",0.00271827999585221,-0.367811498581009,0.143,0.345,1
"Pnp2",0.00279240264874173,-0.387130795161044,0.125,0.33,1
"Ubl4a",0.00280508947757657,-0.351909632043123,0.161,0.371,1
"Mettl9",0.00281175290303012,-0.360949007209859,0.214,0.425,1
"Manf",0.00290345579932003,-0.378934482096831,0.429,0.662,1
"Akt1s1",0.00292692200008879,-0.317705309215391,0.143,0.347,1
"Mplkip",0.00293085269763364,-0.314766968050142,0.125,0.326,1
"Ctsz",0.00294863382974553,-0.309007786240891,0.321,0.593,1
"Sgta",0.00307389219898042,-0.295623017053443,0.125,0.335,1
"Snrnp70",0.00311312322439447,-0.408758342761354,0.214,0.428,1
"Arl1",0.00333841754057655,-0.274944843487489,0.214,0.448,1
"Psmd12",0.00337198305477281,-0.285269797425272,0.161,0.374,1
"Txnl1",0.00346427343060983,-0.27550647236699,0.286,0.547,1
"Farsb",0.00350626835598864,-0.261307054120813,0.143,0.357,1
"Timm17b",0.00359267798707099,-0.324451493262529,0.161,0.378,1
"Dad1",0.00369399567839757,-0.251094999782533,0.661,0.863,1
"Ppib",0.00373062857512504,-0.267856724583629,0.536,0.815,1
"Cript",0.00377291154851221,-0.300761657065345,0.125,0.329,1
"Ybx3",0.00385607648493056,-0.30875476349527,0.179,0.389,1
"Jup",0.00395865455847285,-0.302204870775583,0.143,0.352,1
"Ccnl2",0.00416753065322773,-0.342188808719615,0.179,0.395,1
"Dnpep",0.00428077223505511,-0.318630898032271,0.161,0.375,1
"Cops7a",0.00450408815707762,-0.264845344664772,0.179,0.395,1
"App",0.00457160194634141,-0.340655854074297,0.179,0.392,1
"Serpinb6a",0.00469024326317003,-0.478995764009678,0.339,0.542,1
"Rap1a",0.00471505961348535,-0.319221029557617,0.196,0.397,1
"Ola1",0.00484036207915118,-0.288894860352791,0.161,0.365,1
"Coq2",0.0049370851927168,-0.250792613576148,0.143,0.347,1
"Aup1",0.00494398846970388,-0.314125405735204,0.161,0.369,1
"Erp29",0.00516139312671175,-0.301138926529135,0.25,0.488,1
"Psmc4",0.00521576303864093,-0.28344673876963,0.268,0.501,1
"Ndfip2",0.00542684537913694,-0.291410983287774,0.161,0.367,1
"Sec61a1",0.00593200238719929,-0.37232942496824,0.214,0.422,1
"Mlec",0.00594395396925368,-0.404440767003219,0.393,0.625,1
"Oit1",0.00597143091609623,-0.279844834479608,0.143,0.352,1
"Tmem11",0.00632438140083623,-0.299148974683822,0.179,0.387,1
"Tmem160",0.00633106550816988,-0.279807702175992,0.179,0.384,1
"Mocs2",0.00638415166341255,-0.324000784802301,0.232,0.448,1
"Capns1",0.0065806797951279,-0.337548686423232,0.286,0.511,1
"Srp14",0.00666824289268572,-0.305729816035061,0.25,0.494,1
"Ly6e",0.00685423353095855,-0.335098552393749,0.25,0.468,1
"Tpd52",0.00713245618986245,-0.353612343846962,0.339,0.58,1
"Dynll1",0.00866766140878103,-0.358514533988755,0.393,0.634,1
"Gm1123",0.0117208960988682,-0.310150306867799,0.446,0.663,1
"Nans",0.0129221317872719,-0.271638781718386,0.25,0.463,1
"Stard10",0.0139769213371047,-0.323337899134893,0.339,0.549,1
"Tmed2",0.0383368471387933,-0.260056768025662,0.464,0.676,1
